date;class;focuses;uf
2019/09;Fogo em áreas de desmatamento consolidado;38;AMAPÁ
2019/09;Fogo em áreas de desmatamento consolidado;1203;AMAZONAS
2019/09;Fogo em áreas de desmatamento consolidado;204;MARANHÃO
2019/09;Fogo em áreas de desmatamento consolidado;2178;MATO GROSSO
2019/09;Fogo em áreas de desmatamento consolidado;2227;PARÁ
2019/09;Fogo em áreas de desmatamento consolidado;1285;RONDÔNIA
2019/09;Fogo em áreas de desmatamento consolidado;4;RORAIMA
2019/09;Fogo em áreas de desmatamento consolidado;29;TOCANTINS
2019/09;Fogo em áreas de desmatamento recente;1669;ACRE
2019/09;Fogo em áreas de desmatamento recente;16;AMAPÁ
2019/09;Fogo em áreas de desmatamento recente;1460;AMAZONAS
2019/09;Fogo em áreas de desmatamento recente;19;MARANHÃO
2019/09;Fogo em áreas de desmatamento recente;2206;MATO GROSSO
2019/09;Fogo em áreas de desmatamento recente;1580;PARÁ
2019/09;Fogo em áreas de desmatamento recente;2126;RONDÔNIA
2019/09;Fogo em áreas de desmatamento recente;12;RORAIMA
2019/09;Fogo em áreas de desmatamento recente;2;TOCANTINS
2019/09;Fogo em outras áreas;5;AMAZONAS
2019/09;Fogo em outras áreas;2;MARANHÃO
2019/09;Fogo em outras áreas;5;MATO GROSSO
2019/09;Fogo em áreas de vegetação nativa;376;ACRE
2019/09;Fogo em áreas de vegetação nativa;84;AMAPÁ
2019/09;Fogo em áreas de vegetação nativa;357;AMAZONAS
2019/09;Fogo em áreas de vegetação nativa;37;MARANHÃO
2019/09;Fogo em áreas de vegetação nativa;1156;MATO GROSSO
2019/09;Fogo em áreas de vegetação nativa;604;PARÁ
2019/09;Fogo em áreas de vegetação nativa;228;RONDÔNIA
2019/09;Fogo em áreas de vegetação nativa;10;RORAIMA
2019/10;Fogo em áreas de desmatamento consolidado;153;ACRE
2019/10;Fogo em áreas de desmatamento consolidado;181;AMAPÁ
2019/10;Fogo em áreas de desmatamento consolidado;286;AMAZONAS
2019/10;Fogo em áreas de desmatamento consolidado;664;MARANHÃO
2019/10;Fogo em áreas de desmatamento consolidado;651;MATO GROSSO
2019/10;Fogo em áreas de desmatamento consolidado;1923;PARÁ
2019/10;Fogo em áreas de desmatamento consolidado;253;RONDÔNIA
2019/10;Fogo em áreas de desmatamento consolidado;20;RORAIMA
2019/10;Fogo em áreas de desmatamento consolidado;43;TOCANTINS
2019/10;Fogo em áreas de desmatamento recente;183;ACRE
2019/10;Fogo em áreas de desmatamento recente;73;AMAPÁ
2019/10;Fogo em áreas de desmatamento recente;193;AMAZONAS
2019/10;Fogo em áreas de desmatamento recente;113;MARANHÃO
2019/10;Fogo em áreas de desmatamento recente;353;MATO GROSSO
2019/10;Fogo em áreas de desmatamento recente;1593;PARÁ
2019/10;Fogo em áreas de desmatamento recente;278;RONDÔNIA
2019/10;Fogo em áreas de desmatamento recente;6;RORAIMA
2019/10;Fogo em áreas de desmatamento recente;4;TOCANTINS
2019/10;Fogo em outras áreas;5;MARANHÃO
2019/10;Fogo em áreas de vegetação nativa;17;ACRE
2019/10;Fogo em áreas de vegetação nativa;285;AMAPÁ
2019/10;Fogo em áreas de vegetação nativa;69;AMAZONAS
2019/10;Fogo em áreas de vegetação nativa;37;MARANHÃO
2019/10;Fogo em áreas de vegetação nativa;55;MATO GROSSO
2019/10;Fogo em áreas de vegetação nativa;295;PARÁ
2019/10;Fogo em áreas de vegetação nativa;19;RONDÔNIA
2019/10;Fogo em áreas de vegetação nativa;27;RORAIMA
2019/11;Fogo em áreas de desmatamento consolidado;21;ACRE
2019/11;Fogo em áreas de desmatamento consolidado;177;AMAPÁ
2019/11;Fogo em áreas de desmatamento consolidado;319;AMAZONAS
2019/11;Fogo em áreas de desmatamento consolidado;1442;MARANHÃO
2019/11;Fogo em áreas de desmatamento consolidado;499;MATO GROSSO
2019/11;Fogo em áreas de desmatamento consolidado;4106;PARÁ
2019/11;Fogo em áreas de desmatamento consolidado;121;RONDÔNIA
2019/11;Fogo em áreas de desmatamento consolidado;8;RORAIMA
2019/11;Fogo em áreas de desmatamento consolidado;39;TOCANTINS
2019/11;Fogo em áreas de desmatamento recente;20;ACRE
2019/11;Fogo em áreas de desmatamento recente;65;AMAPÁ
2019/11;Fogo em áreas de desmatamento recente;186;AMAZONAS
2019/11;Fogo em áreas de desmatamento recente;193;MARANHÃO
2019/11;Fogo em áreas de desmatamento recente;227;MATO GROSSO
2019/11;Fogo em áreas de desmatamento recente;2844;PARÁ
2019/11;Fogo em áreas de desmatamento recente;130;RONDÔNIA
2019/11;Fogo em áreas de desmatamento recente;15;RORAIMA
2019/11;Fogo em áreas de desmatamento recente;11;TOCANTINS
2019/11;Fogo em outras áreas;2;AMAZONAS
2019/11;Fogo em outras áreas;10;MARANHÃO
2019/11;Fogo em outras áreas;1;PARÁ
2019/11;Fogo em áreas de vegetação nativa;3;ACRE
2019/11;Fogo em áreas de vegetação nativa;260;AMAPÁ
2019/11;Fogo em áreas de vegetação nativa;66;AMAZONAS
2019/11;Fogo em áreas de vegetação nativa;48;MARANHÃO
2019/11;Fogo em áreas de vegetação nativa;15;MATO GROSSO
2019/11;Fogo em áreas de vegetação nativa;425;PARÁ
2019/11;Fogo em áreas de vegetação nativa;7;RONDÔNIA
2019/11;Fogo em áreas de vegetação nativa;35;RORAIMA
2019/11;Fogo em áreas de vegetação nativa;1;TOCANTINS
2019/12;Fogo em áreas de desmatamento consolidado;16;AMAPÁ
2019/12;Fogo em áreas de desmatamento consolidado;84;AMAZONAS
2019/12;Fogo em áreas de desmatamento consolidado;716;MARANHÃO
2019/12;Fogo em áreas de desmatamento consolidado;205;MATO GROSSO
2019/12;Fogo em áreas de desmatamento consolidado;1106;PARÁ
2019/12;Fogo em áreas de desmatamento consolidado;32;RONDÔNIA
2019/12;Fogo em áreas de desmatamento consolidado;7;RORAIMA
2019/12;Fogo em áreas de desmatamento consolidado;31;TOCANTINS
2019/12;Fogo em áreas de desmatamento recente;1;ACRE
2019/12;Fogo em áreas de desmatamento recente;5;AMAPÁ
2019/12;Fogo em áreas de desmatamento recente;60;AMAZONAS
2019/12;Fogo em áreas de desmatamento recente;84;MARANHÃO
2019/12;Fogo em áreas de desmatamento recente;151;MATO GROSSO
2019/12;Fogo em áreas de desmatamento recente;505;PARÁ
2019/12;Fogo em áreas de desmatamento recente;32;RONDÔNIA
2019/12;Fogo em áreas de desmatamento recente;3;RORAIMA
2019/12;Fogo em áreas de desmatamento recente;4;TOCANTINS
2019/12;Fogo em outras áreas;18;MARANHÃO
2019/12;Fogo em outras áreas;1;PARÁ
2019/12;Fogo em áreas de vegetação nativa;46;AMAPÁ
2019/12;Fogo em áreas de vegetação nativa;19;AMAZONAS
2019/12;Fogo em áreas de vegetação nativa;31;MARANHÃO
2019/12;Fogo em áreas de vegetação nativa;8;MATO GROSSO
2019/12;Fogo em áreas de vegetação nativa;130;PARÁ
2019/12;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2019/12;Fogo em áreas de vegetação nativa;25;RORAIMA
2018/08;Fogo em áreas de desmatamento consolidado;528;ACRE
2018/08;Fogo em áreas de desmatamento consolidado;9;AMAPÁ
2018/08;Fogo em áreas de desmatamento consolidado;1007;AMAZONAS
2018/08;Fogo em áreas de desmatamento consolidado;136;MARANHÃO
2018/08;Fogo em áreas de desmatamento consolidado;775;MATO GROSSO
2018/08;Fogo em áreas de desmatamento consolidado;1608;PARÁ
2018/08;Fogo em áreas de desmatamento consolidado;595;RONDÔNIA
2018/08;Fogo em áreas de desmatamento consolidado;2;RORAIMA
2018/08;Fogo em áreas de desmatamento consolidado;31;TOCANTINS
2018/08;Fogo em áreas de desmatamento recente;662;ACRE
2018/08;Fogo em áreas de desmatamento recente;5;AMAPÁ
2018/08;Fogo em áreas de desmatamento recente;1324;AMAZONAS
2018/08;Fogo em áreas de desmatamento recente;8;MARANHÃO
2018/08;Fogo em áreas de desmatamento recente;631;MATO GROSSO
2018/08;Fogo em áreas de desmatamento recente;983;PARÁ
2018/08;Fogo em áreas de desmatamento recente;1164;RONDÔNIA
2018/08;Fogo em áreas de desmatamento recente;1;RORAIMA
2018/08;Fogo em áreas de desmatamento recente;1;TOCANTINS
2018/08;Fogo em outras áreas;2;AMAZONAS
2018/08;Fogo em outras áreas;1;MATO GROSSO
2018/08;Fogo em outras áreas;1;RONDÔNIA
2018/08;Fogo em áreas de vegetação nativa;178;ACRE
2018/08;Fogo em áreas de vegetação nativa;24;AMAPÁ
2018/08;Fogo em áreas de vegetação nativa;256;AMAZONAS
2018/08;Fogo em áreas de vegetação nativa;3;MARANHÃO
2018/08;Fogo em áreas de vegetação nativa;119;MATO GROSSO
2018/08;Fogo em áreas de vegetação nativa;155;PARÁ
2018/08;Fogo em áreas de vegetação nativa;210;RONDÔNIA
2018/08;Fogo em áreas de vegetação nativa;4;RORAIMA
2018/08;Fogo em áreas de vegetação nativa;3;TOCANTINS
2018/09;Fogo em áreas de desmatamento consolidado;1681;ACRE
2018/09;Fogo em áreas de desmatamento consolidado;39;AMAPÁ
2018/09;Fogo em áreas de desmatamento consolidado;1790;AMAZONAS
2018/09;Fogo em áreas de desmatamento consolidado;141;MARANHÃO
2018/09;Fogo em áreas de desmatamento consolidado;1786;MATO GROSSO
2018/09;Fogo em áreas de desmatamento consolidado;2603;PARÁ
2018/09;Fogo em áreas de desmatamento consolidado;1915;RONDÔNIA
2018/09;Fogo em áreas de desmatamento consolidado;4;RORAIMA
2018/09;Fogo em áreas de desmatamento consolidado;52;TOCANTINS
2018/09;Fogo em áreas de desmatamento recente;2209;ACRE
2018/09;Fogo em áreas de desmatamento recente;9;AMAPÁ
2018/09;Fogo em áreas de desmatamento recente;2528;AMAZONAS
2018/09;Fogo em áreas de desmatamento recente;12;MARANHÃO
2018/09;Fogo em áreas de desmatamento recente;2218;MATO GROSSO
2018/09;Fogo em áreas de desmatamento recente;1941;PARÁ
2018/09;Fogo em áreas de desmatamento recente;3747;RONDÔNIA
2018/09;Fogo em áreas de desmatamento recente;6;RORAIMA
2018/09;Fogo em áreas de desmatamento recente;5;TOCANTINS
2018/09;Fogo em outras áreas;1;ACRE
2018/09;Fogo em outras áreas;8;AMAZONAS
2018/09;Fogo em outras áreas;1;MARANHÃO
2018/09;Fogo em outras áreas;1;RONDÔNIA
2018/09;Fogo em áreas de vegetação nativa;487;ACRE
2018/09;Fogo em áreas de vegetação nativa;75;AMAPÁ
2018/09;Fogo em áreas de vegetação nativa;601;AMAZONAS
2018/09;Fogo em áreas de vegetação nativa;12;MARANHÃO
2018/09;Fogo em áreas de vegetação nativa;304;MATO GROSSO
2018/09;Fogo em áreas de vegetação nativa;294;PARÁ
2018/09;Fogo em áreas de vegetação nativa;350;RONDÔNIA
2018/09;Fogo em áreas de vegetação nativa;7;RORAIMA
2018/09;Fogo em áreas de vegetação nativa;1;TOCANTINS
2018/10;Fogo em áreas de desmatamento consolidado;171;ACRE
2018/10;Fogo em áreas de desmatamento consolidado;193;AMAPÁ
2018/10;Fogo em áreas de desmatamento consolidado;878;AMAZONAS
2018/10;Fogo em áreas de desmatamento consolidado;331;MARANHÃO
2018/10;Fogo em áreas de desmatamento consolidado;773;MATO GROSSO
2018/10;Fogo em áreas de desmatamento consolidado;2346;PARÁ
2018/10;Fogo em áreas de desmatamento consolidado;414;RONDÔNIA
2018/10;Fogo em áreas de desmatamento consolidado;37;RORAIMA
2018/10;Fogo em áreas de desmatamento consolidado;60;TOCANTINS
2018/10;Fogo em áreas de desmatamento recente;210;ACRE
2018/10;Fogo em áreas de desmatamento recente;75;AMAPÁ
2018/10;Fogo em áreas de desmatamento recente;462;AMAZONAS
2018/10;Fogo em áreas de desmatamento recente;57;MARANHÃO
2018/10;Fogo em áreas de desmatamento recente;519;MATO GROSSO
2018/10;Fogo em áreas de desmatamento recente;2120;PARÁ
2018/10;Fogo em áreas de desmatamento recente;533;RONDÔNIA
2018/10;Fogo em áreas de desmatamento recente;33;RORAIMA
2018/10;Fogo em áreas de desmatamento recente;13;TOCANTINS
2018/10;Fogo em outras áreas;1;AMAPÁ
2018/10;Fogo em outras áreas;19;AMAZONAS
2018/10;Fogo em outras áreas;1;PARÁ
2018/10;Fogo em áreas de vegetação nativa;26;ACRE
2018/10;Fogo em áreas de vegetação nativa;300;AMAPÁ
2018/10;Fogo em áreas de vegetação nativa;366;AMAZONAS
2018/10;Fogo em áreas de vegetação nativa;23;MARANHÃO
2018/10;Fogo em áreas de vegetação nativa;64;MATO GROSSO
2018/10;Fogo em áreas de vegetação nativa;494;PARÁ
2018/10;Fogo em áreas de vegetação nativa;35;RONDÔNIA
2018/10;Fogo em áreas de vegetação nativa;71;RORAIMA
2018/11;Fogo em áreas de desmatamento consolidado;9;ACRE
2018/11;Fogo em áreas de desmatamento consolidado;162;AMAPÁ
2018/11;Fogo em áreas de desmatamento consolidado;277;AMAZONAS
2018/11;Fogo em áreas de desmatamento consolidado;851;MARANHÃO
2018/11;Fogo em áreas de desmatamento consolidado;202;MATO GROSSO
2018/11;Fogo em áreas de desmatamento consolidado;3221;PARÁ
2018/11;Fogo em áreas de desmatamento consolidado;91;RONDÔNIA
2018/11;Fogo em áreas de desmatamento consolidado;18;RORAIMA
2018/11;Fogo em áreas de desmatamento consolidado;31;TOCANTINS
2018/11;Fogo em áreas de desmatamento recente;12;ACRE
2018/11;Fogo em áreas de desmatamento recente;62;AMAPÁ
2018/11;Fogo em áreas de desmatamento recente;105;AMAZONAS
2018/11;Fogo em áreas de desmatamento recente;107;MARANHÃO
2018/11;Fogo em áreas de desmatamento recente;73;MATO GROSSO
2018/11;Fogo em áreas de desmatamento recente;2369;PARÁ
2018/11;Fogo em áreas de desmatamento recente;102;RONDÔNIA
2018/11;Fogo em áreas de desmatamento recente;27;RORAIMA
2018/11;Fogo em áreas de desmatamento recente;4;TOCANTINS
2018/11;Fogo em outras áreas;8;AMAZONAS
2018/11;Fogo em outras áreas;6;MARANHÃO
2018/11;Fogo em outras áreas;3;PARÁ
2018/11;Fogo em áreas de vegetação nativa;5;ACRE
2018/11;Fogo em áreas de vegetação nativa;226;AMAPÁ
2018/11;Fogo em áreas de vegetação nativa;82;AMAZONAS
2018/11;Fogo em áreas de vegetação nativa;24;MARANHÃO
2018/11;Fogo em áreas de vegetação nativa;3;MATO GROSSO
2018/11;Fogo em áreas de vegetação nativa;679;PARÁ
2018/11;Fogo em áreas de vegetação nativa;4;RONDÔNIA
2018/11;Fogo em áreas de vegetação nativa;75;RORAIMA
2018/12;Fogo em áreas de desmatamento consolidado;2;ACRE
2018/12;Fogo em áreas de desmatamento consolidado;27;AMAZONAS
2018/12;Fogo em áreas de desmatamento consolidado;310;MARANHÃO
2018/12;Fogo em áreas de desmatamento consolidado;172;MATO GROSSO
2018/12;Fogo em áreas de desmatamento consolidado;648;PARÁ
2018/12;Fogo em áreas de desmatamento consolidado;32;RONDÔNIA
2018/12;Fogo em áreas de desmatamento consolidado;15;RORAIMA
2018/12;Fogo em áreas de desmatamento consolidado;20;TOCANTINS
2018/12;Fogo em áreas de desmatamento recente;7;AMAZONAS
2018/12;Fogo em áreas de desmatamento recente;13;MARANHÃO
2018/12;Fogo em áreas de desmatamento recente;109;MATO GROSSO
2018/12;Fogo em áreas de desmatamento recente;323;PARÁ
2018/12;Fogo em áreas de desmatamento recente;14;RONDÔNIA
2018/12;Fogo em áreas de desmatamento recente;9;RORAIMA
2018/12;Fogo em áreas de desmatamento recente;1;TOCANTINS
2018/12;Fogo em outras áreas;7;MARANHÃO
2018/12;Fogo em outras áreas;1;PARÁ
2018/12;Fogo em áreas de vegetação nativa;3;AMAZONAS
2018/12;Fogo em áreas de vegetação nativa;5;MARANHÃO
2018/12;Fogo em áreas de vegetação nativa;31;PARÁ
2018/12;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2018/12;Fogo em áreas de vegetação nativa;99;RORAIMA
